CustomerID,Recency,Frequency,Monetary,R_Quartile,F_Quartile,M_Quartile,RFM_Score,RFM_Segment
14552,152,1,165.07,1,1,1,111,Can't Lose
14553,19,5,859.27,3,3,3,333,Potential Loyalists
14554,10,4,2381.04,4,3,4,434,Loyal
14555,57,2,324.14,2,2,2,222,At Risk
14560,7,24,2174.18,4,4,4,444,Champions
14561,76,3,1080.76,2,2,3,223,About to Sleep
14562,4,22,4709.22,4,4,4,444,Champions
14565,96,6,3073.77,2,3,4,234,About to Sleep
14566,111,1,1432.0,2,1,3,213,Unknown
14567,35,3,1524.46,3,2,3,323,Potential Loyalists
14569,1,1,227.39,4,1,1,411,Lost
14570,281,2,218.06,1,2,1,121,Can't Lose
14572,3,10,2803.69,4,4,4,444,Champions
14573,180,13,1603.72,1,4,3,143,Hibernating
14576,372,1,35.400000000000006,1,1,1,111,Can't Lose
14577,13,4,859.71,4,3,3,433,Loyal
14578,3,1,168.63,4,1,1,411,Lost
14581,17,1,138.6,4,1,1,411,Lost
14582,41,1,114.11,3,1,1,311,Lost
14583,6,5,1052.55,4,3,3,433,Loyal
14584,169,5,1029.26,1,3,3,133,Hibernating
14585,50,1,157.05,3,1,1,311,Lost
14586,227,3,134.16,1,2,1,121,Can't Lose
14587,19,10,1598.24,3,4,3,343,Loyal
14589,372,1,39.75,1,1,1,111,Can't Lose
14591,15,4,1447.14,4,3,3,433,Loyal
14592,35,3,570.46,3,2,2,322,Promising
14593,22,3,617.99,3,2,2,322,Promising
14594,7,2,379.83,4,2,2,422,New Customers
14595,20,6,1740.6000000000001,3,3,4,334,Loyal
14597,11,2,883.15,4,2,3,423,Potential Loyalists
14598,44,1,221.97,3,1,1,311,Lost
14600,306,1,393.33000000000004,1,1,2,112,Can't Lose
14601,11,1,213.96,4,1,1,411,Lost
14603,275,1,660.0,1,1,3,113,Unknown
14606,1,128,11713.85,4,4,4,444,Champions
14607,16,17,11341.1,4,4,4,444,Champions
14608,4,4,1785.15,4,3,4,434,Loyal
14609,72,4,601.56,2,3,2,232,About to Sleep
14616,243,3,406.08000000000004,1,2,2,122,Can't Lose
14618,9,4,538.59,4,3,2,432,Unknown
14619,239,2,379.51,1,2,2,122,Can't Lose
14620,204,3,393.28000000000003,1,2,2,122,Can't Lose
14621,1,6,1765.76,4,3,4,434,Loyal
14622,185,1,320.58000000000004,1,1,2,112,Can't Lose
14623,32,6,869.35,3,3,3,333,Potential Loyalists
14624,57,2,225.85,2,2,1,221,At Risk
14625,185,5,848.48,1,3,3,133,Hibernating
14626,9,7,2757.07,4,4,4,444,Champions
14628,91,2,671.96,2,2,3,223,About to Sleep
14629,4,3,939.21,4,2,3,423,Potential Loyalists
14631,51,3,1006.98,2,2,3,223,About to Sleep
14632,263,1,114.56,1,1,1,111,Can't Lose
14633,266,1,344.90000000000003,1,1,2,112,Can't Lose
14636,36,2,609.85,3,2,2,322,Promising
14638,51,1,443.6,2,1,2,212,At Risk
14639,52,8,2952.34,2,4,4,244,Hibernating
14640,16,8,2042.15,4,4,4,444,Champions
14641,22,1,110.46000000000001,3,1,1,311,Lost
14642,59,1,96.12,2,1,1,211,Can't Lose
14643,170,3,668.61,1,2,3,123,Can't Lose
14644,9,4,780.46,4,3,3,433,Loyal
14645,157,2,597.09,1,2,2,122,Can't Lose
14646,2,77,279489.02,4,4,4,444,Champions
14647,201,1,243.22,1,1,1,111,Can't Lose
14649,5,4,1417.29,4,3,3,433,Loyal
14651,67,2,654.6,2,2,3,223,About to Sleep
14652,77,1,114.18,2,1,1,211,Can't Lose
14653,1,7,1947.55,4,4,4,444,Champions
14655,4,5,1930.15,4,3,4,434,Loyal
14656,169,2,291.05,1,2,1,121,Can't Lose
14657,18,5,838.27,3,3,3,333,Potential Loyalists
14658,5,2,247.15,4,2,1,421,New Customers
14659,9,12,2456.53,4,4,4,444,Champions
14660,87,2,285.74,2,2,1,221,At Risk
14661,27,1,107.95,3,1,1,311,Lost
14662,29,4,771.17,3,3,3,333,Potential Loyalists
14664,20,2,637.89,3,2,2,322,Promising
14665,61,7,1258.38,2,4,3,243,Hibernating
14666,24,1,195.25,3,1,1,311,Lost
14667,11,27,9231.2,4,4,4,444,Champions
14669,242,3,1269.99,1,2,3,123,Can't Lose
14670,280,2,411.53,1,2,2,122,Can't Lose
14672,235,2,765.5500000000001,1,2,3,123,Can't Lose
14673,3,5,1736.4,4,3,4,434,Loyal
14675,16,1,604.75,4,1,2,412,New Customers
14676,31,8,2543.2400000000002,3,4,4,344,Loyal
14680,25,23,26932.34,3,4,4,344,Loyal
14681,71,3,498.95,2,2,2,222,At Risk
14682,188,2,52.0,1,2,1,121,Can't Lose
14684,26,5,1236.28,3,3,3,333,Potential Loyalists
14687,107,1,628.38,2,1,2,212,At Risk
14688,8,27,5107.38,4,4,4,444,Champions
14689,209,1,112.80000000000001,1,1,1,111,Can't Lose
14690,44,3,358.61,3,2,2,322,Promising
14691,31,5,2114.33,3,3,4,334,Loyal
14692,137,5,582.05,2,3,2,232,About to Sleep
14693,265,1,172.9,1,1,1,111,Can't Lose
14696,4,9,2070.97,4,4,4,444,Champions
14697,218,2,188.61,1,2,1,121,Can't Lose
14698,2,5,1250.76,4,3,3,433,Loyal
14699,214,1,109.13000000000001,1,1,1,111,Can't Lose
14700,32,3,2235.3,3,2,4,324,Unknown
14701,11,12,2486.2200000000003,4,4,4,444,Champions
14702,1,18,3250.64,4,4,4,444,Champions
14703,15,1,318.17,4,1,2,412,New Customers
14704,11,9,1546.91,4,4,3,443,Champions
14705,199,1,179.0,1,1,1,111,Can't Lose
14708,3,4,1096.67,4,3,3,433,Loyal
14709,15,14,4911.14,4,4,4,444,Champions
14710,14,4,606.13,4,3,2,432,Unknown
14711,10,12,2838.2,4,4,4,444,Champions
14712,29,3,917.07,3,2,3,323,Potential Loyalists
14713,9,12,2664.26,4,4,4,444,Champions
14714,24,1,160.19,3,1,1,311,Lost
14715,25,4,867.38,3,3,3,333,Potential Loyalists
14716,43,2,329.68,3,2,2,322,Promising
14719,2,6,1592.18,4,3,3,433,Loyal
14720,6,3,663.81,4,2,3,423,Potential Loyalists
14722,147,1,187.92,1,1,1,111,Can't Lose
14723,10,6,1158.3,4,3,3,433,Loyal
14725,25,1,718.08,3,1,3,313,Unknown
14727,274,1,268.58,1,1,1,111,Can't Lose
14729,374,1,313.49,1,1,2,112,Can't Lose
14730,1,8,2005.06,4,4,4,444,Champions
14731,47,3,380.02,3,2,2,322,Promising
14732,8,10,2686.34,4,4,4,444,Champions
14733,9,15,9451.54,4,4,4,444,Champions
14735,4,34,5807.6900000000005,4,4,4,444,Champions
14737,4,3,1164.55,4,2,3,423,Potential Loyalists
14738,39,9,1289.94,3,4,3,343,Loyal
14739,2,8,3899.1,4,4,4,444,Champions
14740,191,4,1423.21,1,3,3,133,Hibernating
14741,12,6,1400.3400000000001,4,3,3,433,Loyal
14744,16,9,1088.53,4,4,3,443,Champions
14745,113,6,1167.16,2,3,3,233,About to Sleep
14747,248,2,294.3,1,2,1,121,Can't Lose
14748,29,6,1311.79,3,3,3,333,Potential Loyalists
14752,44,1,389.64000000000004,3,1,2,312,Promising
14753,87,1,563.15,2,1,2,212,At Risk
14754,45,2,638.05,3,2,2,322,Promising
14755,10,12,4965.38,4,4,4,444,Champions
14756,15,1,738.96,4,1,3,413,Unknown
14757,75,1,420.5,2,1,2,212,At Risk
14758,145,4,1484.06,1,3,3,133,Hibernating
14759,5,3,1625.97,4,2,4,424,Unknown
14760,294,2,53.8,1,2,1,121,Can't Lose
14761,59,2,255.9,2,2,1,221,At Risk
14762,264,1,300.52,1,1,2,112,Can't Lose
14764,44,2,250.55,3,2,1,321,Promising
14765,29,3,254.11,3,2,1,321,Promising
14766,8,8,2423.07,4,4,4,444,Champions
14768,17,3,139.5,4,2,1,421,New Customers
14769,3,10,10641.6,4,4,4,444,Champions
14770,232,2,876.4200000000001,1,2,3,123,Can't Lose
14772,112,1,139.26,2,1,1,211,Can't Lose
14775,58,3,1011.9,2,2,3,223,About to Sleep
14776,51,13,2195.58,2,4,4,244,Hibernating
14778,127,2,730.86,2,2,3,223,About to Sleep
14779,281,3,386.15,1,2,2,122,Can't Lose
14780,55,2,447.68,2,2,2,222,At Risk
14782,320,1,200.10000000000002,1,1,1,111,Can't Lose
14784,26,2,289.99,3,2,1,321,Promising
14785,10,2,77.4,4,2,1,421,New Customers
14788,7,2,679.44,4,2,3,423,Potential Loyalists
14789,29,1,197.64,3,1,1,311,Lost
14790,17,4,745.06,4,3,3,433,Loyal
14793,4,2,214.14000000000001,4,2,1,421,New Customers
14794,3,9,1272.1100000000001,4,4,3,443,Champions
14795,166,1,131.45000000000002,1,1,1,111,Can't Lose
14796,1,27,7839.51,4,4,4,444,Champions
14798,53,3,173.74,2,2,1,221,At Risk
14799,51,1,157.7,2,1,1,211,Can't Lose
14800,48,16,4236.34,3,4,4,344,Loyal
14801,61,1,193.14,2,1,1,211,Can't Lose
14803,162,3,845.5500000000001,1,2,3,123,Can't Lose
14804,9,1,353.27,4,1,2,412,New Customers
14805,15,4,554.65,4,3,2,432,Unknown
14806,75,1,193.39000000000001,2,1,1,211,Can't Lose
14808,40,15,2175.37,3,4,4,344,Loyal
14810,41,11,2087.88,3,4,4,344,Loyal
14813,370,2,155.43,1,2,1,121,Can't Lose
14815,37,2,778.5,3,2,3,323,Potential Loyalists
14816,197,1,271.85,1,1,1,111,Can't Lose
14817,200,2,1110.34,1,2,3,123,Can't Lose
14818,74,3,657.8,2,2,3,223,About to Sleep
14819,64,2,272.07,2,2,1,221,At Risk
14820,21,4,507.29,3,3,2,332,Potential Loyalists
14821,367,1,48.800000000000004,1,1,1,111,Can't Lose
14823,180,3,321.43,1,2,2,122,Can't Lose
14824,10,4,1127.71,4,3,3,433,Loyal
14825,4,12,2226.9100000000003,4,4,4,444,Champions
14828,197,3,2139.76,1,2,4,124,Unknown
14829,29,6,644.65,3,3,2,332,Potential Loyalists
14830,53,1,197.13,2,1,1,211,Can't Lose
14834,18,8,1698.3500000000001,3,4,4,344,Loyal
14836,10,3,102.45,4,2,1,421,New Customers
14837,90,5,1641.2,2,3,4,234,About to Sleep
14840,268,1,62.85,1,1,1,111,Can't Lose
14841,53,6,3295.76,2,3,4,234,About to Sleep
14842,35,8,2456.8,3,4,4,344,Loyal
14844,64,4,3189.81,2,3,4,234,About to Sleep
14847,149,1,309.40000000000003,1,1,2,112,Can't Lose
14849,22,28,7904.28,3,4,4,344,Loyal
14850,312,2,278.15,1,2,1,121,Can't Lose
14851,23,2,511.35,3,2,2,322,Promising
14852,58,6,2836.69,2,3,4,234,About to Sleep
14853,9,3,463.05,4,2,2,422,New Customers
14854,78,8,2749.89,2,4,4,244,Hibernating
14855,119,2,645.65,2,2,2,222,At Risk
14856,36,3,1311.38,3,2,3,323,Potential Loyalists
14857,60,3,1165.65,2,2,3,223,About to Sleep
14859,13,5,1352.04,4,3,3,433,Loyal
14860,9,2,168.62,4,2,1,421,New Customers
14861,52,1,125.79,2,1,1,211,Can't Lose
14862,26,2,841.2,3,2,3,323,Potential Loyalists
14863,29,1,266.76,3,1,1,311,Lost
14865,7,2,52.2,4,2,1,421,New Customers
14866,11,13,14197.45,4,4,4,444,Champions
14867,186,4,701.33,1,3,3,133,Hibernating
14868,3,9,2939.64,4,4,4,444,Champions
14869,4,3,721.95,4,2,3,423,Potential Loyalists
14870,262,1,327.25,1,1,2,112,Can't Lose
14871,3,4,522.38,4,3,2,432,Unknown
14873,210,1,519.68,1,1,2,112,Can't Lose
14875,9,5,1448.72,4,3,3,433,Loyal
14878,13,9,1485.54,4,4,3,443,Champions
14880,77,3,706.19,2,2,3,223,About to Sleep
14881,20,1,255.4,3,1,1,311,Lost
14882,27,2,589.7,3,2,2,322,Promising
14883,19,7,756.64,3,4,3,343,Loyal
14885,132,1,765.3199999999999,2,1,3,213,Unknown
14886,253,1,364.8,1,1,2,112,Can't Lose
14887,79,1,1862.0,2,1,4,214,Unknown
14888,207,1,369.2,1,1,2,112,Can't Lose
14889,336,1,135.9,1,1,1,111,Can't Lose
14890,254,1,125.65,1,1,1,111,Can't Lose
14891,148,2,554.38,1,2,2,122,Can't Lose
14893,10,2,1237.8500000000001,4,2,3,423,Potential Loyalists
14894,85,1,655.75,2,1,3,213,Unknown
14895,8,24,11020.26,4,4,4,444,Champions
14896,205,2,468.77000000000004,1,2,2,122,Can't Lose
14897,8,4,1366.38,4,3,3,433,Loyal
14898,23,8,1228.32,3,4,3,343,Loyal
14901,11,10,1414.99,4,4,3,443,Champions
14902,21,2,314.11,3,2,2,322,Promising
14903,21,10,2744.48,3,4,4,344,Loyal
14904,2,2,1025.44,4,2,3,423,Potential Loyalists
14905,154,3,599.9,1,2,2,122,Can't Lose
14907,3,10,3478.85,4,4,4,444,Champions
14908,74,1,277.8,2,1,1,211,Can't Lose
14910,3,7,389.86,4,4,2,442,Unknown
14911,1,248,132572.62,4,4,4,444,Champions
14912,17,3,841.52,4,2,3,423,Potential Loyalists
14913,36,4,1227.43,3,3,3,333,Potential Loyalists
14915,86,3,258.83000000000004,2,2,1,221,At Risk
14916,71,5,1264.84,2,3,3,233,About to Sleep
14918,116,2,1610.15,2,2,3,223,About to Sleep
14920,213,2,977.77,1,2,3,123,Can't Lose
14921,30,2,1316.07,3,2,3,323,Potential Loyalists
14923,51,1,749.1,2,1,3,213,Unknown
14924,246,1,310.05,1,1,2,112,Can't Lose
14929,32,1,223.88,3,1,1,311,Lost
14930,109,3,2372.86,2,2,4,224,About to Sleep
14931,5,6,964.6800000000001,4,3,3,433,Loyal
14932,366,1,363.53,1,1,2,112,Can't Lose
14934,73,3,1888.84,2,2,4,224,About to Sleep
14935,297,1,1784.71,1,1,4,114,Unknown
14936,9,9,8117.42,4,4,4,444,Champions
14937,57,4,1617.63,2,3,3,233,About to Sleep
14944,30,14,5842.95,3,4,4,344,Loyal
14946,14,1,100.9,4,1,1,411,Lost
14947,72,2,290.82,2,2,1,221,At Risk
14948,23,7,1066.57,3,4,3,343,Loyal
14950,9,2,361.25,4,2,2,422,New Customers
14951,79,1,311.69,2,1,2,212,At Risk
14952,46,15,7912.79,3,4,4,344,Loyal
14953,25,1,289.82,3,1,1,311,Lost
14954,12,1,336.17,4,1,2,412,New Customers
14957,253,1,58.49,1,1,1,111,Can't Lose
14958,147,3,499.68,1,2,2,122,Can't Lose
14959,59,5,684.97,2,3,3,233,About to Sleep
14960,8,2,221.27,4,2,1,421,New Customers
14961,11,12,7006.58,4,4,4,444,Champions
14962,271,1,126.7,1,1,1,111,Can't Lose
14963,10,5,1487.8,4,3,3,433,Loyal
14964,247,1,206.21,1,1,1,111,Can't Lose
14965,96,2,599.0,2,2,2,222,At Risk
14966,15,1,191.32,4,1,1,411,Lost
14967,50,1,463.8,3,1,2,312,Promising
14968,30,1,147.59,3,1,1,311,Lost
14970,68,4,1592.06,2,3,3,233,About to Sleep
14971,35,3,1116.57,3,2,3,323,Potential Loyalists
14972,128,1,114.77,2,1,1,211,Can't Lose
14973,107,3,1314.45,2,2,3,223,About to Sleep
14974,37,1,114.39,3,1,1,311,Lost
14975,57,1,279.94,2,1,1,211,Can't Lose
14976,57,8,765.86,2,4,3,243,Hibernating
14978,72,5,1931.42,2,3,4,234,About to Sleep
14981,246,1,102.12,1,1,1,111,Can't Lose
14984,19,2,213.27,3,2,1,321,Promising
14985,198,2,296.75,1,2,1,121,Can't Lose
14987,16,2,326.4,4,2,2,422,New Customers
14988,212,1,334.54,1,1,2,112,Can't Lose
14995,39,2,233.23000000000002,3,2,1,321,Promising
14997,46,4,540.98,3,3,2,332,Potential Loyalists
14998,170,2,429.87,1,2,2,122,Can't Lose
15000,48,1,490.52,3,1,2,312,Promising
15002,116,4,1641.76,2,3,4,234,About to Sleep
15004,147,1,1246.32,1,1,3,113,Unknown
15005,16,35,6180.49,4,4,4,444,Champions
15006,51,1,502.09,2,1,2,212,At Risk
15007,159,1,156.91,1,1,1,111,Can't Lose
15009,12,3,1261.78,4,2,3,423,Potential Loyalists
15010,36,1,308.94,3,1,2,312,Promising
15012,54,2,423.04,2,2,2,222,At Risk
15014,43,2,260.17,3,2,1,321,Promising
15016,173,1,170.04,1,1,1,111,Can't Lose
15017,34,1,125.58,3,1,1,311,Lost
15018,39,4,456.26,3,3,2,332,Potential Loyalists
15019,267,1,266.0,1,1,1,111,Can't Lose
15021,9,13,1872.28,4,4,4,444,Champions
15022,12,4,905.04,4,3,3,433,Loyal
15023,3,12,6763.16,4,4,4,444,Champions
15024,10,10,1661.33,4,4,4,444,Champions
15025,33,1,377.01,3,1,2,312,Promising
15026,80,3,469.0,2,2,2,222,At Risk
15027,31,6,1051.95,3,3,3,333,Potential Loyalists
15028,8,4,627.13,4,3,2,432,Unknown
15030,72,2,518.28,2,2,2,222,At Risk
15031,4,4,668.14,4,3,3,433,Loyal
15032,256,5,4464.1,1,3,4,134,Hibernating
15033,5,11,2571.02,4,4,4,444,Champions
15034,16,11,4277.66,4,4,4,444,Champions
15035,90,1,252.73000000000002,2,1,1,211,Can't Lose
15036,72,3,465.55,2,2,2,222,At Risk
15038,43,7,665.59,3,4,3,343,Loyal
15039,10,52,19786.44,4,4,4,444,Champions
15041,170,1,180.35,1,1,1,111,Can't Lose
15042,199,1,135.93,1,1,1,111,Can't Lose
15043,31,1,537.0,3,1,2,312,Promising
15044,19,22,7629.38,3,4,4,344,Loyal
15045,152,3,633.66,1,2,2,122,Can't Lose
15046,9,16,5064.01,4,4,4,444,Champions
15047,270,1,343.62,1,1,2,112,Can't Lose
15048,65,5,380.57,2,3,2,232,About to Sleep
15049,274,1,121.17000000000002,1,1,1,111,Can't Lose
15050,25,5,1727.17,3,3,4,334,Loyal
15051,23,3,1391.61,3,2,3,323,Potential Loyalists
15052,319,1,215.78,1,1,1,111,Can't Lose
15053,5,3,697.79,4,2,3,423,Potential Loyalists
15054,12,2,302.1,4,2,2,422,New Customers
15057,275,2,1489.5,1,2,3,123,Can't Lose
15058,25,11,2124.99,3,4,4,344,Loyal
15059,41,11,1325.82,3,4,3,343,Loyal
15060,8,4,303.09000000000003,4,3,2,432,Unknown
15061,4,55,54228.74,4,4,4,444,Champions
15062,71,4,987.86,2,3,3,233,About to Sleep
15063,213,1,370.79999999999995,1,1,2,112,Can't Lose
15065,38,6,3135.98,3,3,4,334,Loyal
15066,32,2,760.59,3,2,3,323,Potential Loyalists
15067,78,3,1744.76,2,2,4,224,About to Sleep
15068,46,2,553.36,3,2,2,322,Promising
15069,179,1,1109.53,1,1,3,113,Unknown
15070,373,1,106.2,1,1,1,111,Can't Lose
15071,94,2,982.07,2,2,3,223,About to Sleep
15073,10,4,612.43,4,3,2,432,Unknown
15074,105,1,748.87,2,1,3,213,Unknown
15075,78,1,773.03,2,1,3,213,Unknown
15076,173,1,880.85,1,1,3,113,Unknown
15078,7,38,9623.35,4,4,4,444,Champions
15079,213,5,893.66,1,3,3,133,Hibernating
15081,22,6,487.35,3,3,2,332,Potential Loyalists
15083,257,1,88.2,1,1,1,111,Can't Lose
15087,282,1,306.94,1,1,2,112,Can't Lose
15088,21,3,1140.27,3,2,3,323,Potential Loyalists
15089,10,6,2420.84,4,3,4,434,Loyal
15090,308,1,381.32,1,1,2,112,Can't Lose
15091,54,2,476.96,2,2,2,222,At Risk
15092,215,2,457.81,1,2,2,122,Can't Lose
15093,18,9,4410.14,3,4,4,344,Loyal
15095,104,5,1364.7,2,3,3,233,About to Sleep
15096,43,1,219.39000000000001,3,1,1,311,Lost
15097,4,1,248.08,4,1,1,411,Lost
15098,182,5,649.5,1,3,2,132,Can't Lose
15099,84,1,410.48,2,1,2,212,At Risk
15100,330,6,635.1,1,3,2,132,Can't Lose
15101,9,3,310.03000000000003,4,2,2,422,New Customers
15103,31,2,703.36,3,2,3,323,Potential Loyalists
15104,167,3,1002.54,1,2,3,123,Can't Lose
15105,18,7,2298.93,3,4,4,344,Loyal
15106,18,7,1407.73,3,4,3,343,Loyal
15107,311,8,247.66,1,4,1,141,Unknown
15108,142,5,1291.75,1,3,3,133,Hibernating
15109,241,2,463.75,1,2,2,122,Can't Lose
15110,24,7,970.25,3,4,3,343,Loyal
15111,29,3,1567.48,3,2,3,323,Potential Loyalists
15113,10,4,3439.41,4,3,4,434,Loyal
15114,30,10,2760.56,3,4,4,344,Loyal
15115,18,1,340.11,3,1,2,312,Promising
15116,18,4,1352.75,3,3,3,333,Potential Loyalists
15117,15,6,1550.13,4,3,3,433,Loyal
15118,134,1,244.8,2,1,1,211,Can't Lose
15119,246,1,266.4,1,1,1,111,Can't Lose
15120,130,2,343.82,2,2,2,222,At Risk
15121,50,2,457.72,3,2,2,322,Promising
15122,85,6,1612.13,2,3,3,233,About to Sleep
15123,7,2,2199.31,4,2,4,424,Unknown
15124,23,2,184.19,3,2,1,321,Promising
15125,25,23,11117.05,3,4,4,344,Loyal
15127,66,1,406.53000000000003,2,1,2,212,At Risk
15128,60,8,1419.54,2,4,3,243,Hibernating
15129,50,11,3447.4,3,4,4,344,Loyal
15130,170,1,330.11,1,1,2,112,Can't Lose
15132,18,5,977.9300000000001,3,3,3,333,Potential Loyalists
15133,128,3,982.42,2,2,3,223,About to Sleep
15134,15,8,1387.99,4,4,3,443,Champions
15135,233,2,127.15,1,2,1,121,Can't Lose
15136,3,5,1282.45,4,3,3,433,Loyal
15139,240,2,178.96,1,2,1,121,Can't Lose
15140,52,8,2350.0,2,4,4,244,Hibernating
15142,46,1,498.74,3,1,2,312,Promising
15143,226,1,259.45,1,1,1,111,Can't Lose
15144,8,18,6530.04,4,4,4,444,Champions
15145,4,4,1194.73,4,3,3,433,Loyal
15146,165,3,1313.66,1,2,3,123,Can't Lose
15147,219,2,608.65,1,2,2,122,Can't Lose
15148,11,1,301.29,4,1,2,412,New Customers
15149,134,1,520.8000000000001,2,1,2,212,At Risk
15150,17,11,5303.97,4,4,4,444,Champions
15152,10,16,4684.24,4,4,4,444,Champions
15153,31,1,329.25,3,1,2,312,Promising
15154,74,2,240.27,2,2,1,221,At Risk
15156,1,3,961.49,4,2,3,423,Potential Loyalists
15157,4,5,1869.5,4,3,4,434,Loyal
15158,45,1,401.40000000000003,3,1,2,312,Promising
15159,2,34,18573.68,4,4,4,444,Champions
15160,357,1,158.16,1,1,1,111,Can't Lose
15163,18,2,304.47,3,2,2,322,Promising
15164,69,3,843.05,2,2,3,223,About to Sleep
15165,373,1,487.75,1,1,2,112,Can't Lose
15167,321,1,163.0,1,1,1,111,Can't Lose
15168,26,1,106.56,3,1,1,311,Lost
15171,325,2,1034.5,1,2,3,123,Can't Lose
15172,9,5,1624.05,4,3,3,433,Loyal
15174,323,1,135.75,1,1,1,111,Can't Lose
15175,72,1,224.14,2,1,1,211,Can't Lose
15178,260,1,40.5,1,1,1,111,Can't Lose
15179,18,7,2186.2000000000003,3,4,4,344,Loyal
15180,367,1,87.5,1,1,1,111,Can't Lose
15181,66,5,680.28,2,3,3,233,About to Sleep
15182,154,2,622.85,1,2,2,122,Can't Lose
15184,29,2,406.76,3,2,2,322,Promising
15185,70,1,310.62,2,1,2,212,At Risk
15186,14,2,411.41,4,2,2,422,New Customers
15187,2,18,4670.08,4,4,4,444,Champions
15189,1,53,15802.14,4,4,4,444,Champions
15192,120,3,1044.32,2,2,3,223,About to Sleep
15193,61,1,499.32,2,1,2,212,At Risk
15194,3,22,7521.17,4,4,4,444,Champions
15195,3,1,3861.0,4,1,4,414,Unknown
15197,9,5,656.44,4,3,3,433,Loyal
15198,92,2,193.64,2,2,1,221,At Risk
15199,59,4,1268.7,2,3,3,233,About to Sleep
15201,79,11,927.84,2,4,3,243,Hibernating
15203,26,6,1827.8,3,3,4,334,Loyal
15204,357,1,316.58,1,1,2,112,Can't Lose
15205,85,3,648.8299999999999,2,2,2,222,At Risk
15206,10,4,420.3,4,3,2,432,Unknown
15208,1,6,867.62,4,3,3,433,Loyal
15210,225,1,331.18,1,1,2,112,Can't Lose
15211,60,2,894.4100000000001,2,2,3,223,About to Sleep
15212,239,2,88.95,1,2,1,121,Can't Lose
15213,319,3,325.05,1,2,2,122,Can't Lose
15214,2,8,1661.44,4,4,4,444,Champions
15215,45,6,615.99,3,3,2,332,Potential Loyalists
15216,88,1,96.6,2,1,1,211,Can't Lose
15218,11,11,5756.89,4,4,4,444,Champions
15219,176,1,305.75,1,1,2,112,Can't Lose
15220,52,7,1758.92,2,4,4,244,Hibernating
15221,366,2,114.1,1,2,1,121,Can't Lose
15222,319,1,585.0,1,1,2,112,Can't Lose
15223,226,3,454.90000000000003,1,2,2,122,Can't Lose
15224,358,3,310.48,1,2,2,122,Can't Lose
15225,234,1,409.40000000000003,1,1,2,112,Can't Lose
15226,311,1,154.41,1,1,1,111,Can't Lose
15227,37,5,1219.4,3,3,3,333,Potential Loyalists
15228,66,5,3376.96,2,3,4,234,About to Sleep
15230,239,2,429.6,1,2,2,122,Can't Lose
15232,113,2,612.06,2,2,2,222,At Risk
15234,277,1,197.0,1,1,1,111,Can't Lose
15235,218,12,2247.51,1,4,4,144,Hibernating
15236,299,1,321.05,1,1,2,112,Can't Lose
15237,2,4,1412.32,4,3,3,433,Loyal
15238,29,5,1056.54,3,3,3,333,Potential Loyalists
15239,10,3,764.34,4,2,3,423,Potential Loyalists
15240,45,7,1685.57,3,4,4,344,Loyal
15241,67,9,1738.59,2,4,4,244,Hibernating
15243,74,1,316.68,2,1,2,212,At Risk
15244,65,2,631.57,2,2,2,222,At Risk
15245,134,3,2515.84,2,2,4,224,About to Sleep
15246,238,2,514.15,1,2,2,122,Can't Lose
15247,122,1,356.0,2,1,2,212,At Risk
15249,32,15,6657.360000000001,3,4,4,344,Loyal
15251,9,15,10327.11,4,4,4,444,Champions
15252,36,2,740.78,3,2,3,323,Potential Loyalists
15253,16,6,915.3,4,3,3,433,Loyal
15254,127,1,300.36,2,1,2,212,At Risk
15255,67,1,890.85,2,1,3,213,Unknown
15256,149,1,98.45,1,1,1,111,Can't Lose
15257,281,2,232.14999999999998,1,2,1,121,Can't Lose
15258,169,2,623.16,1,2,2,122,Can't Lose
15260,100,8,1780.77,2,4,4,244,Hibernating
15261,135,1,254.82,2,1,1,211,Can't Lose
15262,324,1,178.95000000000002,1,1,1,111,Can't Lose
15263,107,1,156.51,2,1,1,211,Can't Lose
15264,64,1,393.74,2,1,2,212,At Risk
15265,151,2,1506.1200000000001,1,2,3,123,Can't Lose
15266,338,1,119.3,1,1,1,111,Can't Lose
15267,22,5,1717.36,3,3,4,334,Loyal
15269,24,1,408.8,3,1,2,312,Promising
15270,16,9,2298.2,4,4,4,444,Champions
15271,7,16,2485.82,4,4,4,444,Champions
15272,57,2,721.94,2,2,3,223,About to Sleep
15274,4,2,716.57,4,2,3,423,Potential Loyalists
15275,31,2,609.19,3,2,2,322,Promising
15276,66,1,135.31,2,1,1,211,Can't Lose
15277,47,1,255.89999999999998,3,1,1,311,Lost
15279,355,2,277.41,1,2,1,121,Can't Lose
15280,172,1,113.12,1,1,1,111,Can't Lose
15281,59,12,2239.95,2,4,4,244,Hibernating
15286,50,1,240.55,3,1,1,311,Lost
15287,22,3,485.24,3,2,2,322,Promising
15288,43,5,2306.52,3,3,4,334,Loyal
15289,29,4,935.1,3,3,3,333,Potential Loyalists
15290,5,21,7803.7699999999995,4,4,4,444,Champions
15291,26,20,4596.51,3,4,4,344,Loyal
15292,201,1,180.94,1,1,1,111,Can't Lose
15296,44,10,3610.31,3,4,4,344,Loyal
15297,10,4,635.0400000000001,4,3,2,432,Unknown
15298,2,14,3774.1,4,4,4,444,Champions
15299,67,11,3787.09,2,4,4,244,Hibernating
15300,64,1,496.44,2,1,2,212,At Risk
15301,51,14,5028.12,2,4,4,244,Hibernating
